lat,lon,severity
51.4558,-0.33,4
51.5979,-0.3941,2
51.5543,-0.1979,2
51.5884,-0.1096,2
51.5267,-0.1386,2
51.4878,-0.2222,2
51.3532,-0.2154,2
51.4389,-0.1973,2
51.4213,-0.1063,2
51.358,-0.1162,2
51.4571,-0.194,20
51.4239,-0.1627,2
51.4564,-0.0099,2
51.4662,-0.0212,2
51.5066,-0.1437,2
51.4952,-0.0657,2
51.511,-0.0611,20
51.3892,-0.316,2
51.5152,-0.062,2
51.5441,-0.2714,2
51.3596,-0.0978,2
51.5234,-0.0987,8
51.4851,0.0043,44
51.4306,-0.0364,2
51.4986,-0.0702,6
51.4332,-0.1633,2
51.4856,-0.1443,2
51.5893,-0.2405,20
51.4204,-0.302,2
51.5478,-0.1305,2
51.6305,-0.2289,20
51.5475,-0.16,4
51.4556,-0.1687,2
51.5241,-0.1576,2
51.4178,-0.3016,2
51.4905,0.018,2
51.5569,0.0668,2
51.4978,-0.0757,2
51.5249,-0.0347,2
51.6126,-0.4349,200
51.5983,-0.1394,2
51.5482,0.0392,20
51.5121,-0.119,2
51.3772,-0.1269,20
51.4558,-0.3305,6
51.577,-0.0161,2
51.5268,-0.1758,2
51.4645,0.0949,2
51.4969,-0.1117,2
51.4482,-0.1131,2
51.5256,-0.2015,2
51.5301,-0.2258,2
51.4664,-0.12,2
51.5173,-0.1552,2
51.512,-0.119,2
51.4877,-0.2222,10
51.5081,-0.0067,20
51.4033,-0.274,20
51.5482,-0.0686,2
51.4698,-0.4047,2
51.5286,-0.332,4
51.4984,-0.2741,2
51.4683,-0.3294,2
51.5436,-0.0904,2
51.5257,-0.1041,6
51.4885,-0.1768,20
51.4394,-0.0981,2
51.589,-0.2343,2
51.5435,-0.4825,2
51.4776,-0.4045,2
51.517,0.0322,2
51.5145,-0.0739,2
51.5313,-0.2476,22
51.5755,0.0941,2
51.4199,-0.0614,2
51.4851,-0.1226,2
51.5398,-0.0001,2
51.4722,-0.1226,4
51.4866,0.0194,2
51.5185,-0.1987,20
51.5248,-0.0933,2
51.3376,-0.0817,2
51.6042,-0.1118,2
51.4421,-0.1532,2
51.4811,-0.1197,2
51.5664,0.0103,2
51.3774,-0.0254,2
51.5823,0.0663,2
51.4566,-0.2029,2
51.4101,-0.3759,20
51.5281,-0.0506,2
51.5104,-0.0723,2
51.5942,0.0364,20
51.5353,-0.1898,2
51.5918,-0.0699,20
51.5469,0.0305,20
51.4646,-0.2487,20
51.4882,0.1077,2
51.4883,0.0282,2
51.4169,0.021,2
51.5153,-0.1418,2
51.5252,-0.0339,2
51.5563,0.0139,2
51.4926,-0.2,2
51.4389,-0.0637,2
51.5209,-0.0912,2
51.5213,-0.3115,2
51.5227,-0.1328,2
51.5768,-0.0841,2
51.3321,0.0032,20
51.4898,-0.1888,2
51.52,-0.0559,34
51.4743,-0.0775,2
51.5159,-0.1513,2
51.3629,-0.1833,2
51.4613,-0.1474,4
51.5269,-0.0599,2
51.4276,-0.3716,2
51.5353,-0.0056,16
51.5164,0.0461,4
51.4348,-0.1567,2
51.514,-0.1528,2
51.4688,-0.2702,2
51.4359,-0.1864,2
51.5638,0.08,2
51.4901,-0.104,2
51.6214,-0.2741,2
51.5206,-0.0564,2
51.4616,-0.2503,2
51.4386,-0.3657,2
51.4919,-0.098,2
51.5268,-0.1041,2
51.5071,-0.1046,88
51.5026,-0.139,20
51.4602,-0.1885,2
51.5262,-0.0857,2
51.4774,-0.3271,20
51.4924,-0.1572,2
51.4894,-0.0964,2
51.5197,-0.1254,20
51.4934,-0.2441,20
51.5285,-0.1658,2
51.5763,-0.0313,2
51.5463,-0.329,2
51.5479,-0.118,4
51.5045,-0.2207,2
51.5381,-0.0997,44
51.5383,0.0227,20
51.4862,0.0106,2
51.4644,-0.1625,2
51.3104,-0.1447,2
51.5778,-0.2072,2
51.3631,-0.1731,2
51.4961,-0.2556,2
51.3489,0.0336,2
51.4437,-0.1875,2
51.5012,-0.0781,2
51.5349,-0.1044,2
51.5772,-0.2065,2
51.5466,0.0256,4
51.4499,-0.1312,2
51.5179,-0.1236,2
51.5693,-0.0647,2
51.4734,-0.0716,2
51.5498,-0.1916,2
51.4652,-0.1576,2
51.459,-0.2094,2
51.4992,-0.1799,2
51.4962,-0.1705,2
51.4399,-0.0638,2
51.4643,-0.3817,2
51.4724,-0.1225,2
51.4277,-0.2721,20
51.4783,-0.1035,2
51.5027,-0.2139,2
51.5685,0.1194,2
51.474,-0.0971,2
51.4296,-0.1042,2
51.5587,-0.118,22
51.5715,-0.0266,2
51.527,-0.1199,2
51.4727,0.1208,2
51.4861,-0.1997,2
51.5629,0.0027,2
51.5285,-0.1387,84
51.4719,-0.1366,2
51.5034,-0.2239,6
51.5883,0.0217,2
51.5358,-0.1168,4
51.4351,0.1663,2
51.4484,-0.1634,2
51.4929,-0.1009,2
51.5369,-0.1164,2
51.397,-0.19,2
51.5655,-0.1031,2
51.5029,-0.3167,20
51.5139,-0.0484,2
51.4774,-0.1171,2
51.5356,-0.1906,6
51.5642,-0.0593,2
51.5837,-0.087,2
51.3992,0.1067,2
51.513,-0.1627,4
51.5742,0.024,2
51.5567,0.0662,20
51.4866,-0.1511,20
51.4836,-0.325,4
51.4707,-0.1241,2
51.526,-0.1784,2
51.5088,-0.132,10
51.4725,-0.0318,20
51.5241,-0.1289,2
51.5463,-0.1126,2
51.4168,-0.1924,2
51.5111,-0.0669,2
51.5245,-0.1578,20
51.5169,-0.1365,22
51.542,-0.1462,2
51.3878,-0.1112,6
51.482,-0.1738,2
51.4358,-0.0928,2
51.5526,0.0047,2
51.4701,-0.1125,22
51.5048,-0.09,6
51.47,-0.1772,2
51.6265,-0.1044,2
51.3722,-0.1513,2
51.5906,-0.3223,2
51.3984,-0.2961,2
51.5279,0.0561,2
51.4273,-0.0111,4
51.5161,-0.0694,2
51.5333,-0.1062,6
51.5402,-0.0578,12
51.4552,-0.1453,4
51.5444,0.1208,2
51.5127,-0.115,2
51.595,-0.0348,20
51.4104,-0.1605,2
51.4538,-0.2573,2
51.5176,-0.3548,20
51.5724,-0.1058,2
51.4917,-0.1111,2
51.4692,-0.2104,24
51.657,-0.0298,2
51.4699,-0.0671,2
51.437,-0.2454,2
51.3558,0.0893,20
51.4739,-0.0655,2
51.4959,-0.2089,10
51.5411,0.1561,2
51.555,-0.4051,2
51.4857,-0.2993,2
51.4781,-0.1894,2
51.5491,-0.038,2
51.4208,-0.2213,20
51.5242,-0.08,2
51.5272,-0.1387,2
51.5345,-0.0769,20
51.5046,-0.2218,24
51.4589,-0.2094,2
51.5243,-0.1163,40
51.4888,0.0886,20
51.5191,-0.0496,2
51.3767,0.0176,20
51.4977,-0.1838,4
51.5067,-0.1482,2
51.4254,-0.0002,2
51.4787,-0.1703,20
51.5537,-0.0182,20
51.5832,-0.0194,2
51.4958,-0.1354,2
51.5229,-0.4464,2
51.4812,0.1714,20
51.5421,-0.1064,2
51.4791,-0.1051,2
51.4923,-0.4689,20
51.4896,-0.2231,2
51.4697,-0.191,2
51.4795,0.0823,2
51.5111,-0.3749,2
51.5132,-0.2564,2
51.5202,-0.0637,2
51.5104,-0.2881,2
51.4618,-0.1882,2
51.4041,-0.1514,2
51.5039,-0.2205,20
51.4913,-0.2241,2
51.4632,-0.3868,2
51.4689,-0.2586,2
51.6055,0.0504,2
51.5837,-0.1,20
51.5841,-0.0696,2
51.5096,-0.059,2
51.4669,-0.3448,2
51.4288,-0.1592,4
51.5202,-0.1745,2
51.5069,-0.0648,2
51.3853,-0.2527,20
51.4776,0.1649,2
51.4072,-0.2838,2
51.4424,-0.1245,2
51.516,-0.175,2
51.5025,-0.1492,2
51.4742,-0.0645,2
51.5354,-0.0824,40
51.4509,-0.1478,2
51.465,-0.0663,2
51.4123,-0.1778,20
51.5168,-0.2056,2
51.4523,-0.1015,4
51.4682,0.1582,2
51.3852,-0.1097,20
51.4015,-0.1927,2
51.524,-0.0738,20
51.3708,-0.1001,2
51.519,-0.121,2
51.4829,-0.3091,4
51.496,-0.2628,20
51.5146,-0.2492,2
51.6053,-0.1341,2
51.4649,-0.2651,2
51.5353,0.0354,2
51.5987,-0.3929,2
51.62,0.0274,2
51.4771,-0.1484,4
51.5447,-0.0555,2
51.4423,-0.0662,2
51.555,-0.0752,2
51.5247,-0.0904,2
51.3914,-0.2527,2
51.5002,-0.1167,2
51.483,-0.1513,20
51.4792,-0.1119,6
51.5057,-0.2277,6
51.5235,-0.127,2
51.4719,-0.1357,2
51.5349,-0.0629,2
51.5154,-0.0661,2
51.4217,-0.0834,22
51.4792,-0.1152,6
51.5137,-0.1511,2
51.4757,-0.1832,2
51.5949,-0.3998,2
51.6058,0.0185,2
51.5226,0.14,2
51.4655,-0.0381,2
51.5285,-0.1554,2
51.6128,-0.1758,2
51.4621,-0.1864,2
51.371,-0.1626,2
51.5079,-0.2029,2
51.4878,-0.1953,2
51.4435,-0.1529,2
51.5054,-0.0054,2
51.5047,-0.0939,2
51.5218,-0.4021,2
51.3924,0.1069,2
51.5402,0.1482,2
51.4865,-0.4342,2
51.4168,-0.0731,2
51.4645,-0.1143,2
51.5509,0.0251,2
51.4762,-0.1307,2
51.5113,-0.1191,22
51.4245,-0.1113,2
51.5481,-0.1099,2
51.6142,-0.1098,2
51.4842,-0.1172,2
51.4763,-0.2154,2
51.5115,-0.0443,6
51.5263,-0.1093,22
51.4983,-0.1741,2
51.5069,-0.0744,2
51.4888,-0.1697,2
51.5116,-0.0257,2
51.5786,-0.208,20
51.5669,-0.4419,20
51.3853,-0.1209,2
51.5617,-0.1504,20
51.5358,-0.0821,20
51.3463,0.1372,2
51.5017,-0.4415,2
51.5354,-0.1634,2
51.4117,-0.3035,2
51.454,-0.0624,2
51.5699,-0.0971,20
51.5579,-0.1019,2
51.543,-0.2975,2
51.4772,-0.1234,16
51.5147,-0.1619,2
51.6146,0.025,2
51.4363,-0.3526,2
51.5231,-0.1076,2
51.4914,-0.2659,20
51.5062,-0.0881,20
51.4477,-0.1538,2
51.6558,-0.0762,2
51.4948,-0.1269,22
51.397,-0.2669,2
51.4741,-0.1129,28
51.4969,-0.1267,2
51.5802,0.1839,2
51.4991,-0.1004,2
51.5684,-0.0305,52
51.5065,-0.2545,20
51.5093,-0.3347,2
51.4009,-0.3037,2
51.4946,-0.0968,20
51.4447,-0.3853,2
51.4214,-0.1751,2
51.4483,-0.0176,2
51.4513,-0.2363,2
51.4874,0.0924,2
51.5296,-0.0833,2
51.397,-0.1951,2
51.4386,-0.1265,2
51.529,-0.1822,2
51.5168,-0.3253,2
51.5095,-0.127,4
51.5204,-0.053,2
51.466,-0.0501,2
51.3814,-0.1057,2
51.494,-0.0917,24
51.4893,-0.0748,2
51.5154,-0.1634,2
51.5317,-0.1054,20
51.573,-0.0085,2
51.4613,-0.1556,4
51.5085,0.071,2
51.5362,-0.0049,2
51.3991,-0.0179,8
51.4773,-0.1171,2
51.4845,-0.1584,2
51.4732,-0.3277,2
51.475,-0.035,2
51.5697,-0.3627,2
51.5135,-0.1305,6
51.4951,-0.1252,24
51.2952,-0.1311,20
51.4683,-0.1905,2
51.5326,0.1123,2
51.5059,-0.1146,2
51.5595,-0.0083,2
51.5013,-0.093,2
51.4803,-0.1783,22
51.5482,-0.2375,2
51.502,-0.1907,2
51.4317,-0.1643,2
51.4648,-0.1304,6
51.527,-0.0598,2
51.4987,-0.0976,2
51.4937,-0.1252,20
51.517,-0.1281,2
51.5574,-0.0768,2
51.5019,-0.0926,2
51.5221,-0.1095,2
51.5263,-0.1107,2
51.5435,-0.0573,20
51.5098,-0.3554,2
51.3834,-0.0982,20
51.4514,0.0329,2
51.5106,-0.2889,20
51.4755,-0.06,2
51.5454,-0.2732,4
51.5021,-0.1422,2
51.4039,-0.2139,2
51.5062,-0.0882,6
51.4493,0.0515,2
51.5755,-0.1265,2
51.4979,-0.1949,2
51.5705,-0.0963,20
51.5056,-0.1267,4
51.536,-0.1468,20
51.4862,0.0105,6
51.4604,-0.0715,2
51.5575,-0.1134,2
51.5343,-0.0265,2
51.6557,-0.0762,2
51.5162,-0.1336,2
51.4759,-0.0326,2
51.474,-0.0646,36
51.4909,-0.182,2
51.4706,-0.367,4
51.5393,-0.1758,2
51.5011,-0.1264,24
51.5262,-0.1772,20
51.5133,-0.1193,2
51.5149,-0.142,2
51.5022,-0.1421,22
51.517,-0.1651,2
51.511,-0.1801,4
51.5302,-0.1682,8
51.5139,-0.1785,2
51.5264,-0.1991,2
51.5242,-0.1519,2
51.5123,-0.1446,22
51.515,-0.144,4
51.5085,-0.1319,8
51.5136,-0.1849,2
51.4984,-0.1473,2
51.5204,-0.0874,4
51.5222,-0.1071,68
51.5488,-0.0917,20
51.5334,-0.1186,2
51.5265,-0.1,2
51.5398,-0.0946,8
51.5465,-0.1129,2
51.5312,-0.1155,2
51.5405,-0.0958,20
51.5277,-0.1102,20
51.5541,-0.1215,2
51.5476,-0.1059,28
51.5631,-0.1079,2
51.5463,-0.0871,20
51.5509,-0.1103,22
51.5243,-0.1098,2
51.5705,-0.1383,20
51.5504,-0.1096,4
51.5444,-0.0893,22
51.5519,-0.1117,4
51.5292,-0.0954,34
51.5246,-0.0943,2
51.5559,-0.1217,2
51.5131,-0.1154,2
51.534,-0.1627,14
51.5215,-0.1722,2
51.5024,-0.1297,2
51.5006,-0.1261,2
51.5195,-0.1426,2
51.5232,-0.1748,2
51.4924,-0.148,6
51.5107,-0.1152,2
51.4857,-0.149,2
51.4947,-0.1251,216
51.4889,-0.1292,2
51.4964,-0.1338,2
51.5065,-0.1393,8
51.5255,-0.2041,2
51.5079,-0.1383,2
51.5138,-0.1879,2
51.4835,-0.0004,10
51.482,-0.0101,2
51.4745,-0.0154,20
51.4866,0.0213,24
51.4499,0.0293,2
51.4861,0.0152,20
51.4786,0.019,2
51.4844,0.0021,2
51.5623,-0.1363,30
51.5393,-0.1025,2
51.5276,-0.0895,4
51.5271,-0.1078,20
51.527,-0.0968,2
51.5273,-0.1006,2
51.565,-0.104,20
51.533,-0.1061,2
51.5225,-0.1022,16
51.5457,-0.1033,4
51.5487,-0.129,2
51.5223,-0.1063,22
51.5451,-0.0886,20
51.5317,-0.1112,2
51.5415,-0.0916,8
51.5547,-0.1152,2
51.5383,-0.0951,2
51.5645,-0.1049,4
51.5464,-0.0839,2
51.5659,-0.1252,2
51.5642,-0.1038,2
51.5641,-0.1038,20
51.5471,-0.0927,20
51.5522,-0.1252,62
51.567,-0.1326,2
51.5334,-0.1022,20
51.5265,-0.1002,204
51.5256,-0.0887,20
51.5276,-0.1075,2
51.5097,-0.1232,22
51.4972,-0.1563,2
51.5096,-0.1559,2
51.4966,-0.1428,2
51.4969,-0.1394,2
51.5072,-0.1277,2
51.5262,-0.206,4
51.5119,-0.1201,2
51.5262,-0.1541,2
51.4993,-0.13,4
51.5213,-0.1611,2
51.5125,-0.1597,4
51.5122,-0.1501,2
51.5157,-0.1813,20
51.4844,0.0103,2
51.4731,-0.0154,2
51.4845,0.0024,2
51.4941,0.0055,2
51.4819,0.0407,2
51.4501,0.0298,4
51.4927,0.0455,2
51.4919,-0.0764,20
51.5043,-0.0873,20
51.4379,-0.0823,2
51.4955,-0.1009,4
51.4789,-0.0555,4
51.4692,-0.063,20
51.4855,-0.094,6
51.4854,-0.1075,20
51.4887,-0.0984,24
51.5081,-0.0944,2
51.5012,-0.0933,6
51.4629,-0.1139,4
51.5236,-0.1088,2
51.53,-0.1162,2
51.5532,-0.0903,2
51.5653,-0.1411,42
51.544,-0.0899,2
51.5473,-0.0924,20
51.5369,-0.1163,22
51.5554,-0.122,20
51.53,-0.099,2
51.5386,-0.0924,2
51.5334,-0.1188,22
51.5396,-0.1032,2
51.5258,-0.0872,2
51.5259,-0.0874,20
51.5634,-0.1073,4
51.5504,-0.1093,2
51.529,-0.0946,28
51.5449,-0.1034,20
51.5459,-0.1031,2
51.5239,-0.0876,2
51.5392,-0.0936,2
51.5234,-0.1084,6
51.525,-0.0887,2
51.5479,-0.11,20
51.5527,-0.1124,8
51.5505,-0.0922,4
51.5261,-0.0878,4
51.5495,-0.0777,22
51.5188,-0.2279,2
51.4843,-0.2061,20
51.4929,-0.2226,2
51.4779,-0.1897,18
51.5059,-0.2293,4
51.5019,-0.2289,22
51.4666,-0.1895,8
51.471,-0.2095,20
51.4927,-0.2344,2
51.4684,-0.2111,4
51.4728,-0.1918,28
51.5113,-0.2247,2
51.5048,-0.2248,2
51.5067,-0.2455,2
51.5042,-0.2172,2
51.4713,0.0536,20
51.4507,0.0628,20
51.453,0.0289,2
51.4507,0.0627,2
51.4865,0.0177,2
51.4516,0.0667,20
51.4894,0.0855,6
51.4827,-0.0036,202
51.485,0.0865,2
51.4816,0.0354,2
51.4808,-0.0092,2
51.433,0.0556,2
51.4918,0.0806,2
51.4864,0.0181,200
51.4748,-0.132,2
51.4691,-0.1453,4
51.4725,-0.1171,2
51.4818,-0.1124,24
51.4698,-0.1004,2
51.4233,-0.1239,24
51.4707,-0.1126,6
51.4502,-0.1428,2
51.4677,-0.1281,2
51.4954,-0.1157,4
51.4342,-0.1039,26
51.4989,-0.1126,66
51.4872,-0.1266,2
51.4982,-0.1444,2
51.5144,-0.1484,2
51.5131,-0.1584,2
51.5255,-0.1781,2
51.5152,-0.1413,2
51.5287,-0.1638,24
51.5198,-0.1702,4
51.5174,-0.156,20
51.501,-0.1267,4
51.5151,-0.1631,2
51.5066,-0.1478,2
51.4946,-0.1251,4
51.5157,-0.1953,2
51.4975,-0.1357,26
51.5227,-0.1714,2
51.524,-0.1529,4
51.4707,-0.2011,2
51.478,-0.1896,2
51.4909,-0.2133,4
51.4813,-0.2181,2
51.5064,-0.233,22
51.4983,-0.2224,2
51.4788,-0.1884,30
51.4695,-0.2088,8
51.4844,-0.2243,2
51.4802,-0.1982,2
51.4779,-0.19,2
51.4767,-0.1922,4
51.4714,-0.2112,2
51.4739,-0.1965,2
51.495,-0.2115,6
51.502,-0.217,2
51.4867,-0.2158,2
51.5998,0.02,2
51.6124,0.1198,20
51.5614,0.0691,20
51.5691,0.123,2
51.5667,0.1109,20
51.4733,-0.1215,2
51.432,-0.1238,2
51.5047,-0.1132,2
51.4613,-0.1472,4
51.4644,-0.1413,2
51.4476,-0.101,20
51.4229,-0.1057,2
51.4646,-0.1311,2
51.4782,-0.1294,4
51.4672,-0.1129,8
51.4682,-0.137,20
51.5408,-0.0961,2
51.54,-0.1169,2
51.5508,-0.1101,10
51.5431,-0.0913,4
51.5214,-0.0861,2
51.5437,-0.1175,2
51.5402,-0.0879,20
51.5386,-0.0923,4
51.5514,-0.1261,6
51.5446,-0.1013,2
51.572,-0.1191,2
51.5317,-0.1053,2
51.5244,-0.1111,4
51.5287,-0.0933,2
51.5555,-0.0982,2
51.5534,-0.1051,2
51.5321,-0.1063,10
51.484,-0.2166,4
51.5021,-0.2225,24
51.4943,-0.2136,10
51.4742,-0.2007,2
51.5028,-0.2248,20
51.4806,-0.1887,2
51.4737,-0.1967,2
51.4874,-0.2036,6
51.4727,-0.2005,2
51.4721,-0.2026,2
51.496,-0.208,22
51.5027,-0.2252,4
51.4936,0.0287,2
51.4922,0.0501,20
51.4502,0.0296,2
51.4551,0.0604,2
51.4986,-0.1124,2
51.4723,-0.1128,8
51.4284,-0.1311,2
51.4792,-0.1121,2
51.4598,-0.1214,22
51.5029,-0.1078,4
51.4466,-0.1321,2
51.507,-0.1108,2
51.4662,-0.1017,8
51.4644,-0.1014,2
51.4612,-0.15,2
51.4749,-0.132,4
51.4517,-0.1217,22
51.4631,-0.1351,2
51.4927,-0.1111,4
51.4664,-0.1506,2
51.6048,0.0183,2
51.5934,0.0365,24
51.5789,0.0632,2
51.5592,0.0703,20
51.5836,0.0777,2
51.4724,0.1221,2
51.4364,0.1007,2
51.409,0.1479,20
51.4748,0.1258,2
51.4493,0.103,2
51.4649,0.1289,2
51.4558,0.1867,2
51.5106,-0.1154,2
51.5072,-0.1217,20
51.4899,-0.1327,2
51.5151,-0.1362,42
51.5209,-0.2007,2
51.4858,-0.1346,2
51.514,-0.1593,2
51.5151,-0.1567,48
51.5212,-0.1719,2
51.5138,-0.1547,4
51.5246,-0.1497,2
51.512,-0.1531,2
51.5174,-0.1555,4
51.4833,-0.2173,2
51.4855,-0.2027,12
51.486,-0.1997,2
51.4725,-0.1917,6
51.4862,-0.2133,2
51.5059,-0.2242,2
51.507,-0.2256,2
51.477,-0.1918,2
51.5121,-0.2249,2
51.5051,-0.225,22
51.4752,-0.2149,20
51.4998,-0.238,6
51.4914,-0.2242,20
51.4941,-0.224,2
51.5042,-0.218,20
51.5158,-0.2378,2
51.487,-0.2078,2
51.52,-0.1009,2
51.511,-0.1121,2
51.511,-0.0728,2
51.5049,-0.0757,2
51.5065,-0.0748,2
51.5208,-0.0977,2
51.5182,-0.1138,8
51.5168,-0.0837,4
51.5126,-0.1044,8
51.5093,-0.0839,2
51.5164,-0.0836,6
51.5103,-0.0867,28
51.5167,-0.1048,4
51.5159,-0.109,2
51.513,-0.1043,24
51.514,-0.1026,20
51.5141,-0.1026,20
51.5148,-0.0898,24
51.5137,-0.1043,4
51.5111,-0.109,20
51.5117,-0.0839,4
51.4794,-0.0172,2
51.4869,0.1075,20
51.5096,0.1108,2
51.4812,-0.011,2
51.4866,0.0181,2
51.4695,0.064,2
51.4862,0.0096,2
51.4729,0.0033,178
51.439,0.0746,2
51.4806,-0.0207,2
51.4865,0.0206,20
51.4811,0.0627,2
51.4742,-0.0145,2
51.6154,0.0252,2
51.6154,0.0253,2
51.5465,0.0765,2
51.5628,0.0912,2
51.6101,0.0221,2
51.5743,0.0837,2
51.5499,0.0719,2
51.5638,0.0973,2
51.4186,0.1032,2
51.4894,0.1432,2
51.4693,0.1345,2
51.4248,0.1061,2
51.5177,-0.105,2
51.5118,-0.0874,22
51.5163,-0.1019,2
51.5117,-0.0874,2
51.5119,-0.0851,2
51.511,-0.0865,2
51.5165,-0.0891,4
51.511,-0.108,2
51.5139,-0.0873,2
51.5136,-0.1043,2
51.5158,-0.0972,20
51.5115,-0.1041,20
51.5134,-0.0862,6
51.5158,-0.0973,2
51.5205,-0.0789,30
51.5135,-0.0819,20
51.5174,-0.0887,10
51.5143,-0.108,20
51.5135,-0.0817,2
51.5111,-0.108,20
51.5136,-0.0814,24
51.5122,-0.1034,2
51.5132,-0.0898,20
51.5151,-0.1044,20
51.5125,-0.1044,72
51.5116,-0.0838,22
51.511,-0.0946,20
51.5096,-0.0859,20
51.5048,-0.0759,4
51.5173,-0.0938,2
51.5092,-0.0813,20
51.512,-0.0805,20
51.5134,-0.0964,20
51.5126,-0.1042,2
51.5141,-0.086,2
51.5194,-0.0997,4
51.5175,-0.0936,4
51.5113,-0.0963,20
51.5208,-0.0808,20
51.5107,-0.0912,2
51.502,-0.2286,2
51.4781,-0.1893,84
51.4852,-0.203,4
51.4971,-0.2097,2
51.5067,-0.2246,22
51.4931,-0.2247,4
51.5036,-0.222,2
51.5098,-0.2411,2
51.4997,-0.2395,2
51.4776,-0.2167,4
51.473,-0.1984,4
51.4827,-0.003,2
51.4723,-0.0123,2
51.4812,0.0771,2
51.4812,0.0359,2
51.4811,-0.025,2
51.4926,0.0857,2
51.4501,0.0292,2
51.4795,-0.0069,2
51.4714,0.0548,20
51.4077,-0.1543,2
51.4125,-0.1785,4
51.4152,-0.1977,4
51.3996,-0.166,4
51.422,-0.1743,20
51.4334,-0.2125,2
51.3971,-0.1587,2
51.4138,-0.216,2
51.4176,-0.1621,2
51.4157,-0.1893,10
51.4212,-0.2075,2
51.414,-0.2038,20
51.4213,-0.2078,2
51.4138,-0.189,22
51.4069,-0.1639,2
51.4291,-0.1871,2
51.402,-0.1539,2
51.5014,-0.4675,2
51.4878,-0.4359,32
51.4964,-0.4738,20
51.5049,-0.4695,2
51.5418,-0.4503,2
51.4893,-0.4748,2
51.6344,-0.1762,2
51.6525,-0.199,2
51.5806,-0.242,20
51.5907,-0.226,2
51.5725,-0.203,2
51.6109,-0.2796,2
51.5986,-0.2007,2
51.486,-0.1423,4
51.5104,-0.1461,2
51.5153,-0.1475,2
51.5021,-0.152,10
51.5282,-0.1896,2
51.4981,-0.1446,2
51.5285,-0.1817,2
51.5065,-0.1343,4
51.4853,-0.1364,20
51.51,-0.1176,20
51.5012,-0.1423,2
51.5109,-0.1125,4
51.4857,-0.1457,66
51.5017,-0.1745,20
51.5027,-0.1538,20
51.5561,-0.1173,4
51.529,-0.0949,4
51.536,-0.0967,2
51.5738,-0.1272,4
51.5255,-0.1104,6
51.5225,-0.1016,2
51.5419,-0.0984,2
51.5298,-0.116,2
51.5545,-0.1055,2
51.5314,-0.1138,2
51.5469,-0.1181,2
51.5485,-0.0842,2
51.5374,-0.1004,16
51.5458,-0.1024,2
51.5432,-0.1032,28
51.5518,-0.1108,2
51.5335,-0.1042,2
51.5315,-0.0987,2
51.5365,-0.1109,2
51.4865,0.0186,2
51.4909,0.0088,2
51.4855,0.1068,20
51.4659,0.0302,2
51.482,0.0404,2
51.4874,0.028,2
51.455,-0.0997,2
51.5051,-0.1136,30
51.4788,-0.1236,2
51.4643,-0.1415,2
51.4689,-0.1273,2
51.5032,-0.1069,4
51.4619,-0.1155,6
51.4753,-0.1194,2
51.4733,-0.113,2
51.4779,-0.1123,2
51.5051,-0.113,6
51.4717,-0.1363,8
51.4502,-0.1007,20
51.4649,-0.1304,26
51.4842,-0.123,2
51.4396,-0.1018,2
51.4673,-0.1129,8
51.4851,-0.1197,2
51.4262,-0.1377,20
51.4654,-0.1075,4
51.4643,-0.1294,8
51.4655,-0.1296,24
51.4478,-0.1321,2
51.4951,-0.111,2
51.4813,-0.1111,4
51.4693,-0.1261,2
51.4662,-0.1505,4
51.4451,-0.0981,2
51.4392,-0.1264,2
51.4651,-0.1004,2
51.4573,-0.1433,8
51.4698,-0.0963,4
51.4487,-0.1188,2
51.4798,-0.1146,2
51.4692,-0.1263,4
51.4924,-0.1218,24
51.4544,-0.1399,4
51.4626,0.107,20
51.4516,0.1499,2
51.412,0.1126,2
51.4428,0.1502,2
51.4895,-0.1503,2
51.5192,-0.1407,2
51.5006,-0.1394,2
51.5254,-0.1671,2
51.4978,-0.1479,2
51.5017,-0.1748,20
51.5126,-0.1586,2
51.5129,-0.1535,2
51.5061,-0.1225,20
51.4905,-0.1531,2
51.4915,-0.1356,2
51.501,-0.124,10
51.5173,-0.1662,2
51.5109,-0.1295,2
51.4989,-0.1477,2
51.5021,-0.1523,4
51.5116,-0.1044,2
51.5102,-0.0867,2
51.5153,-0.0894,20
51.5125,-0.1045,4
51.5147,-0.0894,2
51.5158,-0.1002,2
51.5067,-0.0745,20
51.5176,-0.0804,6
51.518,-0.0893,20
51.5141,-0.1036,2
51.5114,-0.073,2
51.5141,-0.0966,2
51.5138,-0.1017,2
51.5138,-0.1016,2
51.5138,-0.0922,2
51.5128,-0.0845,2
51.5117,-0.0816,64
51.514,-0.0755,2
51.5132,-0.1042,2
51.5121,-0.1034,4
51.512,-0.1026,2
51.5162,-0.0964,20
51.5151,-0.0921,4
51.5128,-0.092,20
51.4998,-0.2382,4
51.4775,-0.1905,46
51.4934,-0.2453,4
51.4826,-0.2138,2
51.4835,-0.2193,8
51.5051,-0.2249,4
51.4835,-0.2195,24
51.5047,-0.2387,2
51.4977,-0.2437,2
51.502,-0.2226,20
51.4837,-0.2231,2
51.5052,-0.2252,4
51.5042,-0.2181,2
51.4972,-0.2272,2
51.4825,-0.2139,10
51.5208,-0.2291,4
51.5063,-0.2307,4
51.4253,-0.2176,4
51.4041,-0.1917,20
51.4184,-0.2397,2
51.4207,-0.1758,4
51.3994,-0.2337,2
51.4199,-0.2116,2
51.3995,-0.171,2
51.4161,-0.1849,2
